c_id,number_of_doors,tyre_type,number_of_cylinders,drive_type,turbo_charger,super_charger,length(mm),width(mm),height(mm),color,city,Mileage(Kmpl)
4102,5,"Tubeless,Radial",4,AWD,Yes,No,4817,2141,1762,Blue,chennai,15
4103,4,"Tubeless,Radial ",4,FWD,Yes,No,4456,1960,1416,P Black,chennai,20
4104,5,"Tubeless,Radials",3,RWD,Yes,No,3995,1835,1826,Others,chennai,18
4105,4,"Tubeless, Radial",4,FWD,Yes,No,4490,1730,1485,White,chennai,28
4106,4,"Tubeless,Radial",4,FWD,Yes,No,3995,1682,1483,Silver,chennai,22
4107,4,Tubeless,4,FWD ,No,No,3995,1660,1520,Silver,chennai,19
4108,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Silver,chennai,18
4109,5,"Tubeless,Radial",4,FWD,No,No,3999,1734,1601,White,chennai,18
4110,5,"Tubeless, Radial",4,Not specified,No,No,3805,1680,1520,White,chennai,21
4111,5,Tubeless,4,FWD,No,No,3985,1734,1505,Silver,chennai,19
4112,4,"Tubeless,Radial",4,FWD,Yes,No,4384,1699,1466,Others,chennai,21
4113,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Red,chennai,22
4114,4,"Tubeless,Radial",4,RWD,Yes,No,4824,1811,1429,White,chennai,15
4115,5,Tubeless,4,FWD,No,No,3765,1660,1520,Silver,chennai,19
4116,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Red,chennai,21
4117,4,"Tubeless,Radial",4,FWD,No,No,3995,1735,1515,Blue,chennai,21
4118,4,"Tubeless,Radial",8,RWD,Yes,No,5453,2130,1498,Blue,chennai,8
4119,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Brown,chennai,19
4120,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Golden brown,chennai,19
4121,4,"Tubeless,Radial",6,RWD,Yes,No,5206,1871,1473,Silver,chennai,13
4122,4,"Tubeless,Radial",4,RWD,Yes,No,4907,2102,1464,Blue,chennai,18
4123,4,"Tubeless,Radial",6,RWD,Yes,No,5219,2142,1481,White,chennai,16
4124,5,"Tubeless, Radial",3,FWD,No,No,3715,1635,1565,Grey,chennai,23
4125,4,"Tubeless,Radial",4,FWD,Yes,No,4620,1776,1475,Silver,chennai,21
4126,5,Tubeless Tyres,3,FWD,No,No,3599,1495,1700,Silver,chennai,21
4127,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Blue,chennai,21
4128,5,Tubeless,4,FWD,No,No,3985,1734,1505,Red,chennai,19
4129,5,"Tubeless, Radial",3,FWD,No,No,3715,1635,1565,Blue,chennai,23
4130,4,Tubeless,4,FWD,Yes,No,4375,1700,1475,White,chennai,19
4131,5,Tubeless,4,FWD,No,No,3765,1660,1520,Silver,chennai,19
4132,4,"Tubeless,Radial",4,FWD,Yes,No,4458,1796,1416,White,chennai,20
4133,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Red,chennai,22
4134,5,"Tubeless, Radial",4,FWD,Yes,No,4315,1800,1645,White,chennai,
4135,5,Tubeless,4,FWD,No,No,3765,1660,1520,Orange,chennai,19
4136,5,Tubeless Tyres,3,Not specified,No,No,3445,1515,1475,Silver,chennai,22
4137,5,"Tubeless,Radial",3,Not specified,Yes,No,4221,1760,1612,Red,chennai,18
4138,5,"Tubeless, Radial",4,FWD,Yes,No,4225,1760,1612,Silver,chennai,19
4139,5,"Tubeless,Radial",4,FWD,No,No,3999,1734,1601,Silver,chennai,18
4140,5,"Tubeless, Radial",4,Not specified,No,No,3805,1680,1520,Others,chennai,21
4141,5,"Tubeless, Radial",3,FWD,Yes,No,3995,1790,1642,Black,chennai,18
4142,5,"Tubeless,Radial",4,Not specified,No,No,4323,1809,1650,Others,chennai,15
4143,5,Radial,4,FWD,No,No,3995,1745,1510,Grey,chennai,20
4144,5,"Tubeless,Radial",3,FWD,No,No,3545,1515,1475,Red,chennai,24
4145,5,Tubeless,3,FWD,No,No,3765,1660,1520,Star Dust,chennai,24
4146,4,"Tubeless,Radial",4,FWD,No,No,4545,1750,1450,Brown,chennai,14
4147,5,Tubeless,4,FWD,No,No,3765,1660,1520,Orange,chennai,19
4148,5,Tubeless,4,FWD,No,No,3765,1660,1520,Silver,chennai,19
4149,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Black,chennai,18
4150,5,"Tubeless,Radial",3,FWD,No,No,3801,1665,1530,Blue,chennai,19
4151,5,"Tubeless,Radial",3,FWD,No,No,3675,1715,1655,Orange,chennai,18
4152,5,"Tubeless,Radial",4,FWD,No,No,3999,1734,1601,METALL,chennai,18
4153,5,"Tubeless, Radial",3,Not specified,No,No,3695,1655,1555,Silver,chennai,25
4154,4,"Tubeless,Radial",4,FWD,Yes,No,3995,1695,1501,Grey,chennai,25
4155,5,"Tubeless,Radial",3,FWD,No,No,3731,1579,1474,Red,chennai,22
4156,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Silver,chennai,20
4157,5,Tubeless,4,FWD,Yes,No,4270,1780,1630,Others,chennai,20
4158,4,"Tubeless, Radial",4,Not specified,No,No,4440,1695,1495,White,chennai,17
4159,5,"Tubeless, Radial",4,Not specified,Yes,No,4300,1790,1635,Others,chennai,
4160,5,"Tubeless, Radial",4,2WD,Yes,No,4540,1800,1708,Others,chennai,
4161,4,"Tubeless,Radial",4,RWD,Yes,No,5063,1860,1494,Black,chennai,16
4162,5,"Tubeless,Radial ",4,FWD,Yes,No,4585,1890,1785,Others,chennai,15
4163,4,"Tubeless,Radial",4,FWD,No,No,4370,1700,1475,Others,chennai,17
4164,5,"Tubeless, Radial",4,Not specified,Yes,No,4598,1894,1706,White,chennai,16
4165,5,"Tubeless, Radial",4,FWD,Yes,No,4655,1835,1760,Others,chennai,
4166,5,"Tubeless, Radial",4,FWD,Yes,No,4655,1835,1760,Others,chennai,
4167,5,"Tubeless, Radial",4,Not specified,Yes,No,4300,1790,1635,Blue,chennai,
4168,5,"Tubeless,Radial",4,FWD,No,No,3610,1645,1560,Silver,chennai,20
4169,5,"Tubeless, Radial",4,FWD,No,No,4395,1735,1690,Others,chennai,
4170,5,Tubeless,4,FWD,No,No,3985,1734,1505,Others,chennai,19
4171,4,"Tubeless,Radial",4,Not specified,No,No,0,0,0,Silver,chennai,18
4172,4,"Tubeless,Radial",4,FWD,Yes,No,4386,1699,1466,White,chennai,21
4173,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Silver,chennai,22
4174,4,"Tubeless,Radial",4,FWD,Yes,No,3995,1706,1570,Others,chennai,23
4175,5,"Tubeless, Radial",3,Not specified,No,No,3695,1655,1555,Silver,chennai,26
4176,5,Tubeless Tyres,4,FWD,Yes,No,3840,1735,1530,Silver,chennai,25
4177,5,Tubeless Radial Tyres,4,FWD,Yes,No,3994,1811,1607,Blue,chennai,22
4178,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,Blue,chennai,20
4179,4,"Tubeless,Radial",6,RWD,Yes,No,5255,0,1494,Blue,chennai,14
4180,5,Radial,4,FWD,No,No,3995,1770,1605,Blue,chennai,24
4181,4,"Tubeless,Radial",4,FWD,No,No,4420,1695,1480,MET ECRU BEIGE,chennai,17
4182,4,"Tubeless,Radial",4,RWD,Yes,No,5063,1860,1494,Silver,chennai,16
4183,4,"Tubeless, Radial",3,FWD,No,No,3595,1495,1700,White,chennai,19
4184,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,White,chennai,18
4185,5,Tubeless Tyres,3,FWD,No,No,3599,1495,1700,Blue,chennai,21
4186,5,"Tubeless,Radial",4,FWD,No,No,3999,1734,1601,Red,chennai,18
4187,4,"Tubeless,Radial",4,FWD,No,No,3990,1680,1505,Black,chennai,18
4188,5,"Tubeless, Radial",4,FWD,Yes,No,4315,1800,1645,White,chennai,16
4189,5,"Tubeless,Radial",4,AWD,Yes,No,4388,2019,1608,Gray,chennai,16
4190,5,"Tubeless, Radial",3,Not specified,No,No,3695,1655,1555,Blue,chennai,25
4191,5,"Tubeless,Radial",3,FWD,No,No,3679,1579,1478,Black,chennai,25
4192,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Silver,chennai,18
4193,5,Radial,4,FWD,No,No,3995,1770,1605,Green,chennai,18
4194,5,"Tubeless, Radial",4,Not specified,Yes,No,4661,1894,1786,Blue,chennai,16
4195,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Silver,chennai,20
4196,5,Radial,3,FWD,Yes,No,3995,1770,1605,Blue,chennai,18
4197,5,"Tubeless,Radial",4,FWD,Yes,No,3971,1682,1469,Grey,chennai,17
4198,5,"Tubeless, Radial",4,Not specified,Yes,No,4661,1894,1786,Blue,chennai,14
4199,5,"Tubeless, Runflat",6,AWD,Twin,No,4922,2218,1745,White,chennai,13
4200,5,Tubeless Tyres,3,FWD,No,No,3599,1495,1700,Grey,chennai,21
4201,4,"Tubeless,Radial",4,FWD,No,No,3995,1695,1555,Others,chennai,19
4202,4,"Tubeless,Radial",4,Not specified,Yes,No,4150,1620,1540,Others,chennai,17
4203,5,"Tubeless,Radial",3,FWD,No,No,3971,1682,1469,Gray,chennai,18
4204,5,Tubeless,4,FWD,Yes,No,4270,1780,1665,White,chennai,18
4205,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Red,chennai,20
4206,5,"Tubeless,Radial",4,4WD,Yes,No,4795,1855,1835,Brown,chennai,15
4207,5,"Tubeless, Radial",3,Not specified,No,No,3695,1655,1555,Red,chennai,27
4208,5,"Tubeless,Radial",3,FWD,Yes,No,3995,1821,1627,White,chennai,17
4209,5,Tubeless Tyres,4,FWD,Yes,No,3840,1735,1530,Grey,chennai,25
4210,5,"Tubeless,Radial",4,FWD,No,No,3700,1690,1595,Red,chennai,21
4211,5,"Tubeless, Radial",3,Not specified,No,No,3530,1490,1520,Red,chennai,24
4212,5,"Tubeless,Radial",4,FWD,No,No,3999,1734,1601,Red,chennai,18
4213,5,"Tubeless, Radial",3,FWD,No,No,3565,1520,1567,Silver,chennai,22
4214,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Others,chennai,17
4215,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Silver,chennai,18
4216,5,Tubeless,4,FWD,No,No,4270,1780,1665,Silver,chennai,16
4217,5,"Tubeless,Radial",6,4WD,Yes,No,4886,2184,1762,White,chennai,12
4218,5,"Tubeless,Radial",4,FWD,Yes,No,3995,1790,1640,Others,chennai,24
4219,4,"Tubeless,Radial",4,FWD,Yes,No,3990,1680,1505,Silver,chennai,26
4220,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,Blue,chennai,21
4221,5,"Tubeless, Radial",4,Not specified,No,No,3700,1690,1595,Blue,chennai,21
4222,5,"Tubeless,Radial",4,FWD,No,No,3610,1680,1500,Red,chennai,18
4223,5,Tubeless Tyres,4,FWD,Yes,No,3840,1735,1530,Others,chennai,25
4224,4,"Tubeless,Radial",6,RWD,Yes,No,5219,2142,1481,White,chennai,16
4225,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Blue,chennai,21
4226,4,Runflat Tyres,6,FWD,Yes,No,5091,2158,1538,White,chennai,17
4227,5,"Tubeless, Radial",3,Not specified,No,No,3991,1739,1643,Blue,chennai,18
4228,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Silver,chennai,21
4229,5,"Tubeless,Radial",3,FWD,No,No,3545,1515,1475,Grey,chennai,24
4230,5,"Tubeless, Radial",3,Not specified,No,No,3695,1655,1555,Silver,chennai,25
4231,5,"Tubeless, Radial",3,Not specified,No,No,3695,1655,1555,Blue,chennai,25
4232,4,"Tubeless, Radial",4,FWD,Yes,No,4490,1730,1485,Grey,chennai,26
4233,5,Tubeless,3,FWD,No,No,3746,1647,1535,Silver,chennai,24
4234,4,"Tubeless,Radial",4,RWD,Yes,No,4709,1827,1435,Blue,chennai,20
4235,5,Tubeless,4,FWD,No,No,3985,1734,1505,White,chennai,19
4236,5,Tubeless,3,FWD,No,No,3495,1550,1500,Blue,chennai,21
4237,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Grey,chennai,21
4238,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Red,chennai,21
4239,4,"Tubeless,Radial",4,FWD,Yes,No,4933,2086,1455,Blue,chennai,19
4240,5,"Tubeless,Radial",4,AWD,Yes,No,4385,2019,1608,Black,chennai,16
4241,4,"Tubeless,Radial",4,FWD,Yes,No,3990,1680,1505,Red,chennai,26
4242,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Grey,chennai,21
4243,5,"Tubeless,Radial",4,Not specified,Yes,No,4580,1770,1755,Others,chennai,13
4244,4,"Tubeless,Radial",4,FWD,Yes,No,3990,1680,1505,Grey,chennai,26
4245,4,"Tubeless, Radial",4,FWD,No,No,4490,1730,1485,Red,chennai,21
4246,5,"Tubeless, Radial",3,FWD,No,No,3715,1635,1565,Grey,chennai,23
4247,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Red,chennai,20
4248,5,"Tubeless, Radial",3,FWD,No,No,3715,1635,1565,Red,chennai,23
4249,5,"Tubeless,Radial",3,FWD,No,No,3971,1682,1469,Grey,chennai,16
4250,5,"Tubeless, Radial",4,Not specified,No,No,3700,1690,1595,Blue,chennai,21
4251,5,Tubeless,3,FWD,No,No,3746,1647,1535,Red,chennai,24
4252,5,"Tubeless,Radial",7,RWD,Yes,No,4735,1830,1795,Silver,chennai,14
4253,5,"Tubeless, Radial",4,Not specified,Yes,No,4661,1894,1786,Black,chennai,14
4254,5,"Tubeless,Radial",3,FWD,No,No,3620,1475,1460,COPPER,chennai,21
4255,4,Tubeless,4,FWD,Yes,No,4598,1894,1706,White,chennai,17
4256,5,"Tubeless,Radial",4,FWD,Yes,No,3999,1765,1708,Blue,chennai,23
4257,5,"Tubeless,Radial",4,FWD,No,No,3775,1680,1620,Grey,chennai,18
4258,5,"Radial,Tubeless",4,AWD,Yes,No,4924,2157,1772,Blue,chennai,
4259,5,"Tubeless, Radial",4,Not specified,No,No,3995,1790,1640,Blue,chennai,17
4260,5,"Tubeless, Radial",4,FWD,No,No,4315,1800,1645,White,chennai,
4261,5,"Tubeless,Radial",4,AWD,Yes,No,4658,1890,1644,Blue,chennai,
4262,5,Tubeless,4,FWD,No,No,3840,1735,1530,Grey,chennai,21
4263,5,Tubeless,4,FWD,No,No,4270,1780,1630,White,chennai,15
4264,5,"Tubeless, Radial",4,Not specified,No,No,3995,1775,1505,Red,chennai,21
4265,5,Tubeless,4,Not specified,No,No,0,0,0,Others,chennai,
4266,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Others,chennai,17
4267,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Orange,chennai,19
4268,5,"Tubeless, Radial",3,Not specified,No,No,3765,1677,1535,Black,chennai,19
4269,5,"Tubeless, Radial",4,Not specified,Yes,No,4598,1894,1706,Black,chennai,15
4270,4,"Tubeless,Radial",3,FWD,Yes,No,4413,1699,1466,Red,chennai,19
4271,5,"Tubeless, Radial",4,Not specified,No,No,3700,1690,1595,Silver,chennai,21
4272,5,"Tubeless, Radial",3,Not specified,No,No,3991,1739,1643,White,chennai,20
4273,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Brown,chennai,18
4274,5,"Tubeless,Radial",6,AWD,No,No,5207,2157,1823,White,chennai,
4275,5,Tubeless,4,FWD,No,No,3985,1734,1505,Red,chennai,19
4276,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Silver,chennai,18
4277,5,"Tubeless,Radial",4,Front Wheel Drive,No,No,3795,1680,1427,Red,chennai,20
4278,4,"Tubeless,Radial",4,FWD,Yes,No,3995,1735,1515,Blue,chennai,28
4279,5,"Tubeless,Radial",3,RWD,Yes,NO,3995,1745,1880,Others,chennai,16
4280,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Others,chennai,21
4281,5,"Tubeless, Radial",3,FWD,No,No,3565,1520,1564,Orange,chennai,22
4282,4,"Tubeless,Radial",4,2 WD,Yes,No,4160,1690,1530,Others,chennai,19
4283,5,Tubeless,4,FWD,No,No,4270,1780,1665,White,chennai,16
4284,4,Run-Flat,4,RWD,Yes,No,4824,1828,1508,White,chennai,22
4285,5,Tubeless Tyres,4,FWD,Yes,No,4585,1890,1785,Red,chennai,16
4286,3,"Radial, Tubeless",4,4X4,Yes,No,3985,1855,1844,Black,chennai,15
4287,5,Not specified,3,2WD,No,No,3429,1560,1541,White,chennai,23
4288,4,Tubeless,4,FWD,Yes,No,4440,1729,1475,White,chennai,22
4289,5,"Tubeless,Radial",4,Not specified,Yes,No,4580,1770,1755,Others,chennai,13
4290,4,"Tubeless,Radial",3,Not specified,No,No,3993,1677,1532,Maroon,chennai,19
4291,5,"Radial,Tubeless",3,FWD,No,No,3715,1635,1565,Blue,chennai,22
4292,5,"Tubeless, Radial",4,FWD,Yes,No,4655,1835,1760,White,chennai,
4293,4,"Tubeless,Radial",4,FWD,No,No,3995,1695,1501,Silver,chennai,20
4294,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Grey,chennai,21
4295,5,Tubeless Radial Tyres,3,FWD,Yes,No,3994,1811,1607,Silver,chennai,17
4296,5,"Radial,Tubeless",3,FWD,No,No,3715,1635,1565,Orange,chennai,22
4297,5,Tubeless,3,FWD,No,No,3746,1647,1535,Others,chennai,24
4298,5,Tubeless,4,FWD,No,No,3840,1735,1530,White,chennai,21
4299,5,"Tubeless,Radial",4,FWD,No,No,3700,1690,1595,Blue,chennai,21
4300,5,"Tubeless,Radial",4,FWD,Yes,No,3995,1760,1555,Others,chennai,21
4301,5,"Tubeless,Radial",4,RWD,Yes,No,4735,1830,1795,White,chennai,12
4302,4,Tubeless,4,Not specified,No,No,4440,1729,1475,Grey,chennai,17
4303,4,Tubeless,4,FWD,No,No,4440,1729,1475,White,chennai,17
4304,5,"Tubeless, Radial",3,FWD,No,No,3715,1635,1565,Golden,chennai,23
4305,5,"Tubeless, Radial",3,FWD,No,No,3715,1635,1565,Blue,chennai,23
4306,4,"Tubeless, Radial",4,Not specified,No,No,4549,1748,1489,Others,chennai,19
4307,5,"Tubeless,Radial",4,FWD,Yes,No,3995,1760,1555,White,chennai,21
4308,5,Tubeless,3,FWD,No,No,3746,1647,1535,Silver,chennai,24
4309,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,White,chennai,18
4310,5,Tubeless,4,FWD,No,No,4270,1780,1665,Red,chennai,16
4311,5,Radial,4,FWD,Yes,No,4655,1835,1760,White,chennai,17
4312,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Grey,chennai,21
4313,5,"Tubeless,Radial",4,FWD,Yes,No,3985,1734,1505,Red,chennai,23
4314,5,"Tubeless,Radial",4,FWD,Yes,No,3795,1680,1427,Others,chennai,20
4315,5,Tubeless,4,FWD,No,No,3985,1734,1505,Red,chennai,19
4316,5,"Tubeless, Radial",3,Not specified,No,No,3695,1655,1555,Red,chennai,25
4317,4,"Tubeless,Radial",3,FWD,Yes,No,3992,1677,1537,Others,chennai,25
4318,4,"Tubeless,Radial",3,FWD,No,No,3995,1682,1483,Others,chennai,17
4319,5,Tubeless,4,FWD,No,No,3985,1734,1505,White,chennai,19
4320,5,"Tubeless,Radial ",4,RWD,Yes,No,4955,1800,1805,Silver,chennai,12
4321,4,"Tubeless,Radial",4,FWD,Yes,No,4630,2032,1432,Red,chennai,18
4322,4,"Tubeless,Radial",4,RWD,Yes,No,5075,2065,1495,White,chennai,16
4323,4,"Tubeless,Radial",4,FWD,No,No,3995,1695,1501,TITANIUM,chennai,20
4324,4,Tubeless,4,FWD,No,No,4265,1695,1510,Red,chennai,17
4325,4,"Tubeless,Radial",4,FWD,Yes,No,4833,1817,1482,White,chennai,17
4326,4,"Tubeless,Radial",4,Not specified,No,Yes,4841,1846,1468,Others,chennai,12
4327,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Brown,chennai,19
4328,5,Tubeless,4,FWD,No,No,3985,1734,1505,White,chennai,19
4329,5,"Tubeless, Radial",3,FWD,No,No,3715,1635,1565,Silver,chennai,23
4330,5,"Tubeless,Radial",4,FWD,No,No,3700,1690,1595,Blue,chennai,21
4331,5,Tubeless,3,FWD,No,No,3746,1647,1535,Silver,chennai,24
4332,5,Tubeless,4,FWD,No,No,3765,1660,1520,Blue,chennai,19
4333,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Red,chennai,18
4334,4,"Tubeless,Radial",4,FWD,No,No,3995,1695,1501,Silver,chennai,19
4335,4,"Tubeless,Radial",4,FWD,No,No,3995,1735,1515,Silver,chennai,21
4336,5,Radial,4,Not specified,Yes,No,4655,1835,1760,White,chennai,14
4337,4,"Tubeless,Radial",4,FWD,Yes,No,4097,1789,1561,Blue,chennai,19
4338,5,"Tubeless,Radial",4,AWD,Yes,No,4388,2019,1608,Blue,chennai,16
4339,5,"Radial,Tubeless",4,AWD,Yes,No,4819,2141,1796,Silver,chennai,18
4340,5,"Tubeless,Radial",4,AWD,Yes,No,4663,2140,1659,Blue,chennai,8
4341,4,"Tubeless,Radial",4,FWD,No,No,4390,1699,1467,Grey,chennai,16
4342,5,"Tubeless,Radial",4,FWD,No,No,3715,1680,1620,Others,chennai,21
4343,5,Runflat Tyre,6,4WD,Yes,No,4886,1938,1762,Brown,chennai,16
4344,4,"Tubeless,Radial",4,FWD,No,No,3995,1695,1555,Blue,chennai,19
4345,4,"Tubeless,Radial",4,RWD,Yes,No,4879,1854,1474,Brown,chennai,13
4346,4,"Tubeless,Radial",4,FWD,Yes,No,4635,2097,1484,Silver,chennai,9
4347,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Silver,chennai,22
4348,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Silver,chennai,22
4349,5,"Tubeless,Radial",4,FWD,Yes,No,4300,1785,1595,White,chennai,24
4350,5,"Tubeless,Radial",4,FWD,No,No,3999,1765,1708,Orange,chennai,16
4351,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Silver,chennai,21
4352,5,"Tubeless,Radial",3,FWD,No,No,3495,1475,1460,Red,chennai,20
4353,5,Tubeless,4,FWD,No,No,3985,1734,1505,Blue,chennai,19
4354,5,"Tubeless,Radial",4,Front Wheel Drive,No,No,3795,1680,1427,CHILL,chennai,20
4355,5,Tubeless Tyres,3,FWD,No,No,3599,1495,1700,Silver,chennai,21
4356,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Red,chennai,22
4357,4,"Tubeless,Radial",4,FWD,No,No,3585,1595,1550,Blue,chennai,20
4358,4,"Tubeless,Radial",4,FWD,Yes,No,4915,2086,1455,White,chennai,18
4359,4,Radial,3,FWD,No,No,3335,1440,1405,White,chennai,16
4360,5,"Tubeless, Radial",3,Not specified,No,No,3991,1750,1605,Brown,chennai,19
4361,5,"Tubeless, Radial",4,4x2,Yes,No,4769,1859,1698,Black,chennai,
4362,4,"Tubeless,Radial",3,FWD,No,No,3998,1765,1647,Grey,chennai,15
4363,5,"Tubeless, Radial",3,FWD,Yes,No,4225,1760,1612,White,chennai,17
4364,5,"Tubeless, Radial",4,FWD,No,No,4315,1800,1645,White,chennai,17
4365,5,"Tubeless, Radial",4,Not specified,No,No,3995,1790,1640,Brown,chennai,17
4366,4,"Tubeless,Radial",4,FWD,No,No,4413,1699,1466,Grey,chennai,15
4367,5,Tubeless,4,FWD,No,No,3985,1734,1505,Silver,chennai,19
4368,4,"Tubeless,Radial",4,FWD,Yes,No,4440,1695,1495,Grey,chennai,26
4369,5,"Tubeless, Radial",3,FWD,No,No,3731,1579,1474,White,chennai,22
4370,5,"Tubeless,Radial",4,FWD,No,No,3955,1694,1544,Orange,chennai,19
4371,5,Tubeless,4,FWD,No,No,3585,1595,1550,Silver,chennai,20
4372,5,Tubeless,4,FWD,No,No,3985,1734,1505,White,chennai,19
4373,4,"Tubeless,Radial",4,FWD,Yes,No,3998,1765,1647,Red,chennai,23
4374,3,"Radial, Tubeless",4,4X4,Yes,No,3985,1855,1844,Black,chennai,
4375,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Blue,chennai,21
4376,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Silver,chennai,22
4377,5,"Tubeless, Radial",4,Not specified,Yes,No,4300,1790,1635,Others,chennai,17
4378,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Silver,chennai,22
4379,5,Tubeless,4,FWD,No,No,4270,1780,1630,Others,chennai,15
4380,4,"Tubeless, Radial",4,Not specified,No,No,3995,1735,1515,Gray,chennai,22
4381,4,"Tubeless,Radial",4,FWD,Yes,No,4386,1699,1466,Others,chennai,22
4382,5,Tubeless,4,FWD,No,No,3765,1660,1520,White,chennai,19
4383,4,"Tubeless,Radial",4,Not specified,No,No,3995,1680,1520,Grey,chennai,20
4384,5,"Tubeless, Radial",4,4x2,Yes,No,4769,1859,1698,Green,chennai,
4385,4,Tubeless,4,FWD,No,No,4440,1729,1475,White,chennai,17
4386,5,"Tubeless,Radial",4,FWD,No,No,4445,1775,1700,Gray,chennai,19
4387,4,"Tubeless,Radial",4,FWD,Yes,No,4541,1752,1507,Red,chennai,19
4388,5,Tubeless,4,FWD,No,No,3985,1734,1505,Red,chennai,19
4389,4,"Tubeless,Radial",4,2 WD,No,No,4160,1690,1530,Golden,chennai,18
4390,5,"Tubeless,Radial",4,FWD,No,No,3995,1760,1555,Red,chennai,17
4391,5,"Tubeless, Radial",3,Not specified,No,No,3991,1739,1643,Blue,chennai,20
4392,4,"Tubeless, Radial",4,Not specified,No,No,4549,1748,1489,Silver,chennai,18
4393,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Red,chennai,22
4394,5,Radial,4,FWD,Yes,No,4655,1835,1760,Red,chennai,14
4395,5,"Tubeless,Radial",4,FWD,Yes,No,3999,1765,1708,Silver,chennai,23
4396,5,Not specified,3,2WD,No,No,3429,1560,1541,Silver,chennai,23
4397,5,"Tubeless, Radial",3,FWD,No,No,3695,1600,1560,Blue,chennai,22
4398,4,"Tubeless,Runflat",4,RWD,Twin,No,4819,1827,1441,Red,chennai,15
4399,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Blue,chennai,21
4400,5,"Tubeless,Radial",3,FWD,No,No,3679,1579,1478,Brown,chennai,23
4401,5,"Tubeless, Radial",4,Not specified,YES,No,4720,1835,1760,Others,chennai,17
4402,4,Tubeless,4,FWD ,No,No,3995,1660,1520,Others,chennai,19
4403,5,"Tubeless,Radial",4,FWD,No,No,3995,1745,1510,Others,chennai,21
4404,5,"Tubeless,Radial",4,FWD,Yes,No,3995,1790,1640,Others,chennai,24
4405,4,"Tubeless,Radial",3,FWD,No,No,3995,1682,1483,Others,chennai,17
4406,5,"Tubeless,Radial",4,FWD,Yes,No,4892,1860,1837,Red,chennai,13
4407,5,Tubeless Tyres,3,FWD,No,No,3599,1495,1700,Silver,chennai,21
4408,5,Tubeless,4,FWD,No,No,3765,1660,1520,Blue,chennai,19
4409,5,"Tubeless,Radial",4,Front Wheel Drive,No,No,3795,1680,1427,Black,chennai,16
4410,5,"Radial, Tubeless",4,Not specified,No,No,3845,1735,1530,Silver,chennai,22
4411,4,"Tubeless,Radial",4,FWD,No,No,3995,1695,1501,Grey,chennai,20
4412,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Silver,chennai,18
4413,5,Tubeless,4,FWD,No,No,3985,1734,1505,White,chennai,19
4414,4,"Tubeless,Radial",4,FWD,No,No,4440,1695,1495,Others,chennai,18
4415,5,"Tubeless, Radial",4,Not specified,No,No,3805,1680,1520,Others,chennai,21
